Course Code,Course Name,Credit Value,Details,Prerequisites,Corequisites,Exclusion,Recommended Preparation
TMU131H1,Music Theory II,0.50,"Chromatic harmony. Topics include modulation, mixture, Neapolitan and augmented sixths. ",['TMU130H1'],,"['TMU121H1', 'TMU220H1']",
TMU132H1,Musical Skills I,0.33,"Reading and listening skills for diatonic materials. Topics include sight singing, rhythm reading, keyboard harmony, and dictation. ",,,['TMU120H1'],
TMU133H1,Musical Skills II,0.33,"Reading and listening skills for chromatic materials. Topics include sight singing, rhythm reading, keyboard harmony, and dictation. ",['TMU132H1'],,"['TMU121H1', 'TMU220H1']",
TMU210Y1,Composition,1.00,"Short pieces in modern idioms with a focus on chamber music or equivalent (e.g. small-scale electroacoustic projects). Public performance of composition expected. One hour of individual instruction per week. For students admitted to Composition as a major concentration. Prerequisite: TMU130H1, TMU131H1, TMU132H1, TMU133H1, TMU105Y1/TMU107Y1, TMU112H1 and TMU113H1. Admission by Interview.
","['TMU130H1', 'TMU131H1', 'TMU132H1', 'TMU133H1', 'TMU105Y1', 'TMU107Y1', 'TMU112H1', 'TMU113H1', 'Complicated']",,,
TMU211Y1,Composition,1.00,Short pieces in modern idioms with a focus on chamber music or equivalent (e.g. small-scale electroacoustic projects). A mixture of two-hour group classes and individual instruction. For students admitted to Composition as a minor concentration.,"['TMU130H1', 'TMU131H1', 'TMU132H1', 'TMU133H1', 'TMU105Y1', 'TMU107Y1', 'TMU112H1', 'TMU113H1', 'Complicated']",,,
TMU230H1,Music Theory III,0.50,"Form & Analysis. Study of forms and analysis of repertoire from c. 1700-c. 1900. Forms to be studied include binary, ternary, sonata, rondo, variation, and fugue. ",['TMU131H1'],,['TMU221H1'],
TMU231H1,Music Theory IV,0.50,Post-tonal theory and analysis. Study of compositional practices in music written after 1900. ,['TMU230H1'],,['TMU302H1'],
TMU232H1,Musical Skills III,0.33,"Advanced reading and listening skills suitable for understanding post-tonal music. Topics include modes, sets, and innovations in rhythm and meter, practiced through exercises in sight singing, rhythm, dictation, keyboard, and aural analysis.",['TMU133H1'],,['TMU221H1'],
TMU308H1,Analysis II,0.50,"In-depth analysis of musical works from c. 1840 to 1910; study of recent analytical approaches to musical form, chromatic harmony, and text-music relationships; selected readings. Two hours. ","['TMU230H1', 'TMU232H1']",,,
TMU310Y1,Composition,1.00,"Continuation of TMU210Y1, including extended works for small chamber ensembles. Public performance of composition expected. One hour of individual instruction per week. For students admitted to Composition as a major concentration.","['TMU230H1', 'TMU231H1', 'TMU232H1', 'TMU105Y1', 'TMU107Y1', 'TMU210Y1', 'Complicated']",,,
TMU311Y1,Composition,1.00,"Continuation of TMU211Y1, including works for small chamber ensembles. A mixture of two-hour group classes and individual instruction. For students admitted to Composition as a minor concentration. Prerequisite: TMU230H1, TMU231H1, TMU232H1, TMU105Y1/TMU107Y1, TMU211Y1. For Composition majors only. Part of the course requirement is to have at least one piece performed publicly at the Faculty of Music.
","['TMU230H1', 'TMU231H1', 'TMU232H1', 'TMU105Y1', 'TMU107Y1', 'TMU211Y1', 'Complicated']",,,
TMU313H1,Introduction to Music Recording,0.50,"Recording music has become an essential part of a musician’s career. With technological advancements and the ability to reach people worldwide, music has never been more accessible. Through lectures and hands-on tutorials, this course will introduce the student to the basic theory and practical skills required to record music.",['Complicated'],,,
TMU314Y1,Orchestration,1.00,"A study of the individual capabilities of standard orchestral instruments. Writing and arranging for small groups - strings, brass, woodwinds and percussion. In-class readings of student assignments. Study of selected scores. ","['TMU230H1', 'TMU231H1', 'TMU232H1', 'Complicated']",,,['Complicated'],['Complicated']
TMU316H1,Counterpoint I,0.50,"Practical and analytical study of 18th-century contrapuntal techniques, including species writing, canon and invention. Two hours. ","['TMU130H1', 'TMU131H1', 'TMU132H1', 'TMU133H1']",,,
TMU317H1,Counterpoint II,0.50,Continuation of TMU316H1 including chorale prelude and fugue. Two hours. ,['TMU316H1'],,,
TMU318H1,Counterpoint III,0.50,Study of modal counterpoint; strict species technique and 16th-century procedures in vocal writing. Two hours. ,"['TMU130H1', 'TMU131H1', 'TMU132H1', 'TMU133H1']",,,"['TMU318H1', 'Complicated']","['TMU318H1', 'Complicated']"
TMU321H1,Analysis of Global Musics,0.50,"Recent years have seen the growth of an analytical literature that applies tools developed for the understanding of tonal and post-tonal repertories to a variety of global musics. In this course, we study selections from this literature; in addition to close, directed listenings, we discuss the achievements and limitations of particular analyses, and their interactions with tools developed for musical understanding within the musical cultures in question. As a final project, students will undertake their own analytical study.","['TMU231H1', 'TMU232H1']",,,
TMU404H1,Extended Tonal Techniques in 20th Century Music,0.50,"An analytical study of the music of Debussy, Bartok, Stravinsky and others. The course will focus on harmony (modes, scales, chords), rhythm, form, and methods of motivic and thematic development. ","['TMU230H1', 'TMU231H1', 'TMU232H1']",,,
TMU406H1,MAX/MSP,0.50,"Max is a visual programming language for music and media with an emphasis on interactivity. This course will cover the Max language and environment, MIDI, external and programmatic control, sequencing, synthesis, sampling, spatialization, signal processing, granulation, and analysis. Coursework is practical, with a focus on designing and implementing software for live performance, culminating in a final project. Previous computer programming experience is not required.","['TMU231H1', 'TMU232H1']",,,
TMU409H1,Songwriting,0.50,"The course focuses on song as the pre-eminent form of 20th Century musical expression in several different genres and musical traditions. Students are exposed to a range of techniques for composing songs in a variety of genres and styles: the parallel and reciprocal relationship and development of textual and sonic materials; writing for the amplified voice; prosody and intelligibility of the text in a song setting; addressing a target audience; genre and stylistic convergence in the Internet Age, etc. Traditional song writing formulas and other musical structures are examined under the light of psychoacoustic perception and auditory function of the brain and strategies of how art-music composers can apply their advanced compositional skills to achieve similar psychoacoustic results with more unconventional means will be discussed and developed throughout the course. ",,,,
TMU410Y1,Composition,1.00,"Continuation of TMU310Y1, including writing for orchestra. At least two compositions to be prepared for student performance. One hour. ","['TMU310Y1', 'Complicated']",,,
TMU411H1,Interactive Music & Sound for Video Games,0.50,"Working in music and sound for video games means not only composing music or designing sounds but building and maintaining complex interactive systems that take players' input and translate it into sonic feedback. This course provides students with the opportunity to create their own interactive music and sound systems for video games, acquiring the relevant technical skills and the experience of team-based video game development.","['TMU111H1', 'Complicated']",,,
TMU414H1,Score Analysis for Composers &  Conductors,0.50,"This course will follow on from the work done in a basic orchestration course. It is intended to bridge the gap between the fundamentals of instrumentation and advanced orchestration. The course will begin with basic score reading, including transposition. Repertoire for analysis will be drawn from orchestral, wind ensemble, and choral/vocal/orchestral music from the Classical era to the present day. Scores will be analyzed for instrumental combinations, as well as for idiomatic writing for instruments and instrumental groups. Notation and performance problems will be examined. ","['TMU314Y1', 'Complicated']",,,
TMU430H1,Composing For Film,0.50,Composing for film will concentrate on technical and aesthetic aspects of writing music for film. Various approaches to film music by well known practitioners in the field. Projects will include creating original music for new films by film students. ,,,,
TMU499H1,Independent Study,0.50,"An intensive research project under the supervision of a faculty member. The project must be academically/artistically demanding and uniquely suitable for the individual student. Students propose a topic that is currently not covered in the curriculum or one that warrants further exploration related to research interests and/or musical goals. Available to 4th year students with a minimum cumulative GPA of 3.3(B+) and availability of a full-time faculty advisor from the Theory & Composition division. Modes of assessment are determined through discussion between student and supervisor, but will usually include a public presentation of the research project.",['Complicated'],,,
